Strain,Rec,date,transfer,plateID,wellID,wellCol,wellRow,Treatment,Replicate,Environment,OD,Treatment_f
AB13,com-,050820,T08,RIF AB3 SHIFT 2,D1,1,D,RIF,8,X,1.774,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,D2,2,D,RIF,8,X,1.642,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,D3,3,D,RIF,8,X,1.677,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,D4,4,D,RIF,8,R,0.83,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,D5,5,D,RIF,8,R,0.72,RIF only
AB13,com-,050820,T08,RIF AB3 SHIFT 2,D6,6,D,RIF,8,R,0.657,RIF only
AB13,com-,050820,T08,MIX AB3 SHIFT 2,A1,1,A,MIX,5,X,1.623,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,A2,2,A,MIX,5,X,1.483,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,A3,3,A,MIX,5,X,1.494,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,A4,4,A,MIX,5,S,0.744,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,A5,5,A,MIX,5,R,0.717,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,A6,6,A,MIX,5,B,0.502,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,B1,1,B,MIX,6,X,1.672,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,B2,2,B,MIX,6,X,1.78,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,B3,3,B,MIX,6,X,1.661,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,B4,4,B,MIX,6,S,0.808,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,B5,5,B,MIX,6,R,0.553,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,B6,6,B,MIX,6,B,0.075,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,C1,1,C,MIX,7,X,1.707,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,C2,2,C,MIX,7,X,1.47,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,C3,3,C,MIX,7,X,1.501,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,C4,4,C,MIX,7,S,0.845,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,C5,5,C,MIX,7,R,0.719,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,C6,6,C,MIX,7,B,0.085,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,D1,1,D,MIX,8,X,1.67,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,D2,2,D,MIX,8,X,1.511,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,D3,3,D,MIX,8,X,1.515,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,D4,4,D,MIX,8,S,0.771,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,D5,5,D,MIX,8,R,0.899,Mixed
AB13,com-,050820,T08,MIX AB3 SHIFT 2,D6,6,D,MIX,8,B,0.071,Mixed
AB13,com-,050820,T08,CMB AB3 SHIFT 2,A1,1,A,CMB,5,X,0.918,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,A2,2,A,CMB,5,X,0.801,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,A3,3,A,CMB,5,X,0.494,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,A4,4,A,CMB,5,B,0.071,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,A5,5,A,CMB,5,B,0.067,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,A6,6,A,CMB,5,B,0.069,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,B1,1,B,CMB,6,X,1.45,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,B2,2,B,CMB,6,X,1.279,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,B3,3,B,CMB,6,X,1.203,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,B4,4,B,CMB,6,B,0.152,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,B5,5,B,CMB,6,B,0.148,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,B6,6,B,CMB,6,B,0.16,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,C1,1,C,CMB,7,X,1.218,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,C2,2,C,CMB,7,X,1.219,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,C3,3,C,CMB,7,X,1.12,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,C4,4,C,CMB,7,B,0.071,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,C5,5,C,CMB,7,B,0.086,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,C6,6,C,CMB,7,B,0.068,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,D1,1,D,CMB,8,X,1.121,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,D2,2,D,CMB,8,X,0.879,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,D3,3,D,CMB,8,X,0.792,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,D4,4,D,CMB,8,B,0.073,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,D5,5,D,CMB,8,B,0.065,Combination
AB13,com-,050820,T08,CMB AB3 SHIFT 2,D6,6,D,CMB,8,B,0.068,Combination
AB13,com-,050820,T08,NOD 1 SHIFT 2,A1,1,A,NOD,5,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,A2,2,A,NOD,5,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,A3,3,A,NOD,5,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,A4,4,A,NOD,5,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,A5,5,A,NOD,5,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,A6,6,A,NOD,5,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,B1,1,B,NOD,6,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,B2,2,B,NOD,6,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,B3,3,B,NOD,6,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,B4,4,B,NOD,6,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,B5,5,B,NOD,6,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,B6,6,B,NOD,6,X,0,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,C1,1,C,NOD,7,X,1.061,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,C2,2,C,NOD,7,X,1.128,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,C3,3,C,NOD,7,X,1.103,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,C4,4,C,NOD,7,X,1.211,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,C5,5,C,NOD,7,X,1.06,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,C6,6,C,NOD,7,X,1.331,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,D1,1,D,NOD,8,X,1.053,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,D2,2,D,NOD,8,X,1.161,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,D3,3,D,NOD,8,X,1.048,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,D4,4,D,NOD,8,X,1.108,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,D5,5,D,NOD,8,X,1.242,No drug
AB13,com-,050820,T08,NOD 1 SHIFT 2,D6,6,D,NOD,8,X,1.145,No drug
AB13,com-,060820,T09,STR AB3 SHIFT 1,A1,1,A,STR,1,X,0.81,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,A2,2,A,STR,1,X,0.692,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,A3,3,A,STR,1,X,0.686,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,A4,4,A,STR,1,S,0.707,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,A5,5,A,STR,1,S,0.732,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,A6,6,A,STR,1,S,0.734,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,B1,1,B,STR,2,X,0.891,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,B2,2,B,STR,2,X,0.687,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,B3,3,B,STR,2,X,0.678,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,B4,4,B,STR,2,S,0.713,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,B5,5,B,STR,2,S,0.724,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,B6,6,B,STR,2,S,0.72,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,C1,1,C,STR,3,X,0.887,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,C2,2,C,STR,3,X,0.706,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,C3,3,C,STR,3,X,0.69,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,C4,4,C,STR,3,S,0.734,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,C5,5,C,STR,3,S,0.75,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,C6,6,C,STR,3,S,0.767,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,D1,1,D,STR,4,X,0.822,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,D2,2,D,STR,4,X,0.75,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,D3,3,D,STR,4,X,0.751,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,D4,4,D,STR,4,S,0.841,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,D5,5,D,STR,4,S,0.852,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 1,D6,6,D,STR,4,S,0.826,STP only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,A1,1,A,RIF,1,X,1.183,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,A2,2,A,RIF,1,X,0.825,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,A3,3,A,RIF,1,X,0.678,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,A4,4,A,RIF,1,R,0.7,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,A5,5,A,RIF,1,R,0.717,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,A6,6,A,RIF,1,R,0.66,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,B1,1,B,RIF,2,X,1.028,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,B2,2,B,RIF,2,X,0.787,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,B3,3,B,RIF,2,X,0.666,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,B4,4,B,RIF,2,R,0.689,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,B5,5,B,RIF,2,R,0.706,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,B6,6,B,RIF,2,R,0.686,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,C1,1,C,RIF,3,X,0.919,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,C2,2,C,RIF,3,X,0.755,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,C3,3,C,RIF,3,X,0.697,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,C4,4,C,RIF,3,R,0.723,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,C5,5,C,RIF,3,R,0.776,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,C6,6,C,RIF,3,R,0.784,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,D1,1,D,RIF,4,X,1.041,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,D2,2,D,RIF,4,X,0.99,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,D3,3,D,RIF,4,X,0.753,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,D4,4,D,RIF,4,R,0.79,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,D5,5,D,RIF,4,R,0.836,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 1,D6,6,D,RIF,4,R,0.787,RIF only
AB13,com-,060820,T09,MIX AB3 SHIFT 1,A1,1,A,MIX,1,X,0.867,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,A2,2,A,MIX,1,X,0.673,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,A3,3,A,MIX,1,X,0.616,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,A4,4,A,MIX,1,S,0.738,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,A5,5,A,MIX,1,R,0.62,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,A6,6,A,MIX,1,B,0.082,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,B1,1,B,MIX,2,X,0.909,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,B2,2,B,MIX,2,X,0.666,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,B3,3,B,MIX,2,X,0.667,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,B4,4,B,MIX,2,S,0.779,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,B5,5,B,MIX,2,R,0.639,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,B6,6,B,MIX,2,B,0.071,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,C1,1,C,MIX,3,X,0.901,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,C2,2,C,MIX,3,X,0.727,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,C3,3,C,MIX,3,X,0.653,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,C4,4,C,MIX,3,S,0.735,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,C5,5,C,MIX,3,R,0.789,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,C6,6,C,MIX,3,B,0.071,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,D1,1,D,MIX,4,X,1.117,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,D2,2,D,MIX,4,X,0.768,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,D3,3,D,MIX,4,X,0.596,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,D4,4,D,MIX,4,S,0.805,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,D5,5,D,MIX,4,R,0.837,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 1,D6,6,D,MIX,4,B,0.071,Mixed
AB13,com-,060820,T09,CMB AB3 SHIFT 1,A1,1,A,CMB,1,X,0.872,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,A2,2,A,CMB,1,X,0.69,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,A3,3,A,CMB,1,X,0.627,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,A4,4,A,CMB,1,B,0.067,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,A5,5,A,CMB,1,B,0.065,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,A6,6,A,CMB,1,B,0.066,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,B1,1,B,CMB,2,X,0.833,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,B2,2,B,CMB,2,X,0.81,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,B3,3,B,CMB,2,X,0.699,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,B4,4,B,CMB,2,B,0.073,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,B5,5,B,CMB,2,B,0.073,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,B6,6,B,CMB,2,B,0.074,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,C1,1,C,CMB,3,X,0.872,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,C2,2,C,CMB,3,X,0.876,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,C3,3,C,CMB,3,X,0.689,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,C4,4,C,CMB,3,B,0.074,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,C5,5,C,CMB,3,B,0.073,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,C6,6,C,CMB,3,B,0.074,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,D1,1,D,CMB,4,X,0.896,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,D2,2,D,CMB,4,X,0.809,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,D3,3,D,CMB,4,X,0.687,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,D4,4,D,CMB,4,B,0.072,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,D5,5,D,CMB,4,B,0.07,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 1,D6,6,D,CMB,4,B,0.069,Combination
AB13,com-,060820,T09,NOD SHIFT 1,A1,1,A,NOD,1,X,1.008,No drug
AB13,com-,060820,T09,NOD SHIFT 1,A2,2,A,NOD,1,X,1.003,No drug
AB13,com-,060820,T09,NOD SHIFT 1,A3,3,A,NOD,1,X,0.906,No drug
AB13,com-,060820,T09,NOD SHIFT 1,A4,4,A,NOD,1,X,1.254,No drug
AB13,com-,060820,T09,NOD SHIFT 1,A5,5,A,NOD,1,X,1.23,No drug
AB13,com-,060820,T09,NOD SHIFT 1,A6,6,A,NOD,1,X,1.032,No drug
AB13,com-,060820,T09,NOD SHIFT 1,B1,1,B,NOD,2,X,1.008,No drug
AB13,com-,060820,T09,NOD SHIFT 1,B2,2,B,NOD,2,X,1.224,No drug
AB13,com-,060820,T09,NOD SHIFT 1,B3,3,B,NOD,2,X,1.19,No drug
AB13,com-,060820,T09,NOD SHIFT 1,B4,4,B,NOD,2,X,1.069,No drug
AB13,com-,060820,T09,NOD SHIFT 1,B5,5,B,NOD,2,X,0.945,No drug
AB13,com-,060820,T09,NOD SHIFT 1,B6,6,B,NOD,2,X,0.906,No drug
AB13,com-,060820,T09,NOD SHIFT 1,C1,1,C,NOD,3,X,1.024,No drug
AB13,com-,060820,T09,NOD SHIFT 1,C2,2,C,NOD,3,X,0.741,No drug
AB13,com-,060820,T09,NOD SHIFT 1,C3,3,C,NOD,3,X,0.608,No drug
AB13,com-,060820,T09,NOD SHIFT 1,C4,4,C,NOD,3,X,0.641,No drug
AB13,com-,060820,T09,NOD SHIFT 1,C5,5,C,NOD,3,X,0.76,No drug
AB13,com-,060820,T09,NOD SHIFT 1,C6,6,C,NOD,3,X,0.875,No drug
AB13,com-,060820,T09,NOD SHIFT 1,D1,1,D,NOD,4,X,0.714,No drug
AB13,com-,060820,T09,NOD SHIFT 1,D2,2,D,NOD,4,X,0.653,No drug
AB13,com-,060820,T09,NOD SHIFT 1,D3,3,D,NOD,4,X,0.605,No drug
AB13,com-,060820,T09,NOD SHIFT 1,D4,4,D,NOD,4,X,0.63,No drug
AB13,com-,060820,T09,NOD SHIFT 1,D5,5,D,NOD,4,X,0.727,No drug
AB13,com-,060820,T09,NOD SHIFT 1,D6,6,D,NOD,4,X,0.831,No drug
AB13,com-,060820,T09,STR AB3 SHIFT 2,A1,1,A,STR,5,X,1.947,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,A2,2,A,STR,5,X,1.671,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,A3,3,A,STR,5,X,1.793,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,A4,4,A,STR,5,S,0.801,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,A5,5,A,STR,5,S,0.856,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,A6,6,A,STR,5,S,0.924,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,B1,1,B,STR,6,X,1.622,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,B2,2,B,STR,6,X,1.647,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,B3,3,B,STR,6,X,1.568,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,B4,4,B,STR,6,S,1.196,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,B5,5,B,STR,6,S,1.138,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,B6,6,B,STR,6,S,1.045,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,C1,1,C,STR,7,X,1.747,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,C2,2,C,STR,7,X,1.667,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,C3,3,C,STR,7,X,1.643,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,C4,4,C,STR,7,S,0.767,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,C5,5,C,STR,7,S,0.765,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,C6,6,C,STR,7,S,0.785,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,D1,1,D,STR,8,X,1.742,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,D2,2,D,STR,8,X,1.665,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,D3,3,D,STR,8,X,1.61,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,D4,4,D,STR,8,S,0.714,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,D5,5,D,STR,8,S,0.667,STP only
AB13,com-,060820,T09,STR AB3 SHIFT 2,D6,6,D,STR,8,S,0.679,STP only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,A1,1,A,RIF,5,X,1.553,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,A2,2,A,RIF,5,X,1.476,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,A3,3,A,RIF,5,X,1.497,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,A4,4,A,RIF,5,R,0.793,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,A5,5,A,RIF,5,R,0.778,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,A6,6,A,RIF,5,R,0.955,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,B1,1,B,RIF,6,X,1.736,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,B2,2,B,RIF,6,X,1.677,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,B3,3,B,RIF,6,X,1.623,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,B4,4,B,RIF,6,R,0.786,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,B5,5,B,RIF,6,R,0.807,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,B6,6,B,RIF,6,R,0.699,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,C1,1,C,RIF,7,X,1.938,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,C2,2,C,RIF,7,X,1.706,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,C3,3,C,RIF,7,X,1.626,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,C4,4,C,RIF,7,R,0.706,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,C5,5,C,RIF,7,R,0.627,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,C6,6,C,RIF,7,R,0.573,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,D1,1,D,RIF,8,X,1.646,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,D2,2,D,RIF,8,X,1.693,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,D3,3,D,RIF,8,X,1.773,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,D4,4,D,RIF,8,R,0.722,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,D5,5,D,RIF,8,R,0.643,RIF only
AB13,com-,060820,T09,RIF AB3 SHIFT 2,D6,6,D,RIF,8,R,0.773,RIF only
AB13,com-,060820,T09,MIX AB3 SHIFT 2,A1,1,A,MIX,5,X,1.715,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,A2,2,A,MIX,5,X,1.58,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,A3,3,A,MIX,5,X,1.511,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,A4,4,A,MIX,5,S,0.892,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,A5,5,A,MIX,5,R,0.885,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,A6,6,A,MIX,5,B,0.479,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,B1,1,B,MIX,6,X,1.695,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,B2,2,B,MIX,6,X,1.524,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,B3,3,B,MIX,6,X,1.456,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,B4,4,B,MIX,6,S,0.8,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,B5,5,B,MIX,6,R,0.713,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,B6,6,B,MIX,6,B,0.09,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,C1,1,C,MIX,7,X,1.736,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,C2,2,C,MIX,7,X,1.465,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,C3,3,C,MIX,7,X,1.785,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,C4,4,C,MIX,7,S,0.773,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,C5,5,C,MIX,7,R,0.714,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,C6,6,C,MIX,7,B,0.083,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,D1,1,D,MIX,8,X,1.666,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,D2,2,D,MIX,8,X,1.56,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,D3,3,D,MIX,8,X,1.619,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,D4,4,D,MIX,8,S,0.735,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,D5,5,D,MIX,8,R,0.613,Mixed
AB13,com-,060820,T09,MIX AB3 SHIFT 2,D6,6,D,MIX,8,B,0.075,Mixed
AB13,com-,060820,T09,CMB AB3 SHIFT 2,A1,1,A,CMB,5,X,0.863,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 2,A2,2,A,CMB,5,X,0.995,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 2,A3,3,A,CMB,5,X,0.966,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 2,A4,4,A,CMB,5,B,0.07,Combination
AB13,com-,060820,T09,CMB AB3 SHIFT 2,A5,5,A,CMB,5,B,0.068,Combination
